pid,bbl,bin,borough,electricity_use_kwh,building_area_sqft
6682222,3048680046,3323153,brooklyn,148755.0,37885
6682262,3013950068,3037536,brooklyn,113843.4,35148
6682474,3012880038,3033818,brooklyn,125355.5,32350
6682477,3087160085,3245653,brooklyn,100023.1,33800
6682524,3023137502,3421434,brooklyn,197097.6,31638
6682530,3001797505,3392991,brooklyn,418171.7,30102
6682534,1007627502,1087722,manhattan,391495.7,35996
6682540,1015800043,1051204,manhattan,81027.0,29910
6682685,1020920036,1062381,manhattan,248536.4,45870
6683436,3058920001,3146595,brooklyn,97018.2,28000
6683685,1014400030,1044723,manhattan,301855.2,29732
6683782,2030370077,2011324,bronx,269510.4,33722
6683788,2026660066,2004797,bronx,500273.9,34115
6684860,3012340001,3031228,brooklyn,87181.9,27070
6685863,3030440026,3070998,brooklyn,78715.2,33000
6685864,3030440029,3070999,brooklyn,76819.1,33000
6687788,2025060134,2003106,bronx,98967.8,25800
6687792,1021530037,1063626,manhattan,137247.2,25825
6687806,1021230026,1062953,manhattan,211323.0,40122
6687820,1018730042,1056517,manhattan,176418.6,45209
6687837,1021330034,1063227,manhattan,347383.7,45690
6688651,2031840076,2014041,bronx,264560.3,35429
6688743,4008590001,0,queens,173431.3,45417
6688972,4008930080,0,queens,157684.2,38535
6688980,4008930007,0,queens,175836.4,45400
6688984,4008940050,0,queens,159029.5,33921
6688989,4008710006,0,queens,177443.6,45400
6688991,4008710020,0,queens,193372.9,45117
6688992,4008710030,0,queens,180984.2,45117
6688994,4008700001,0,queens,175253.1,45417
6688996,4008700012,0,queens,130090.9,31305
6688997,4008600001,0,queens,191124.6,45417
6689123,4008930070,0,queens,183046.9,45117
6689142,4008920027,4020251,queens,147232.7,33483
6686241,0,1043987,manhattan,215733.5,45000
6679749,0,3397137,brooklyn,229707.7,33765
6680696,0,3395585,brooklyn,519912.7,39780
6677145,0,2115822,bronx,227132.3,38372
6686845,0,3391267,brooklyn,238383.1,42694
6686920,0,3393735,brooklyn,275387.2,49475
6680622,0,4009601,queens,802077.8,49000
6679763,3056420053,3137766,brooklyn,159696.3,33696
6678603,2038670023,2027509,bronx,681367.8,95370
6682761,3074620007,3204970,brooklyn,114447.6,28700
6686232,3076020042,3207481,brooklyn,261251.3,32880
6689143,0,3425392,brooklyn,168383.1,25872
6680756,2026330010,2004502,bronx,149141.5,37355
6678793,0,1007495,manhattan,325596.7,42271
6678606,2028400065,2008052,bronx,162096.2,37440
6683311,2028640025,2008409,bronx,431669.2,42500
6683322,4042500007,4100169,queens,258695.3,39850
6683334,1007590049,1080495,manhattan,254772.6,26124
6683421,4089040007,4183032,queens,51421.8,36100
6684984,0,2014712,bronx,181271.6,46980
6682122,1002030031,1002614,manhattan,1259821.2,27109
6683235,2023600070,2001154,bronx,248811.3,50075
6681848,0,3056643,brooklyn,131823.6,30935
6682158,4006380019,4009584,queens,15416.9,43200
6687044,3056290044,3137250,brooklyn,20570.9,38000
6678422,4013140060,4030759,queens,117991.0,32500
6679572,4015080001,4037274,queens,216564.0,47634
6679578,4015550027,4038889,queens,288080.0,44280
6683079,2041620041,2045915,bronx,162988.6,34031
6683240,4016340001,0,queens,2055599.8,124483
6677232,2027400100,2006002,bronx,526736.5,33590
6677296,1016440051,1052312,manhattan,358744.5,29975
6681513,1012460053,1033868,unknown,176482.1,35094
6681519,1012470010,1033904,unknown,170009.2,40937
6681539,1012480037,1033943,manhattan,146485.1,47067
6681570,1018910057,1057241,unknown,104552.9,29792
6681640,1001727502,0,manhattan,126430.5,28500
6681767,5061450300,5079747,staten is,1160290.5,34349
6681826,3011970001,3029734,brooklyn,261687.4,29000
6681847,1013400016,1038908,manhattan,374355.7,41412
6681860,2033280003,2017789,bronx,107461.8,26180
6681870,2033280008,2017790,bronx,259356.1,26850
6681875,4006490074,4009883,queens,105695.2,28901
6681898,4099690012,0,queens,344981.9,27792
6682915,3008587501,0,brooklyn,154717.5,41230
6684939,1004327501,1005764,manhattan,353849.0,34605
6687087,3011730060,3029408,brooklyn,54102.9,29600
6689058,1005580013,1009011,manhattan,151260.0,25850
6682778,3060990010,3154971,brooklyn,105896.1,44262
6684870,1004440034,1006132,manhattan,487824.6,33275
6677239,1021150011,1062701,manhattan,152557.2,42000
6678217,2033560206,2018655,bronx,147294.8,30000
6678799,2037770019,2025357,bronx,154808.5,31400
6681372,1004710025,1006972,manhattan,124388.1,37985
6681460,2027210020,2005740,bronx,132724.6,31335
6681514,1001810016,1002075,manhattan,333391.1,25998
6681681,0,1003078,manhattan,48993.9,29762
6681685,0,1048121,manhattan,305285.4,49680
6681670,1021340085,1063254,manhattan,191118.4,46699
6682132,1015160028,1048051,unknown,69180.0,26382
6681872,0,1007814,manhattan,166038.2,33750
6682201,0,1007812,manhattan,167706.2,38880
6682143,0,1062777,manhattan,95312.1,27450
6682217,1005220024,1008215,manhattan,199941.2,39576
6682438,3043140001,3097083,brooklyn,316981.2,43836
6682441,3043140006,3097084,brooklyn,99355.2,32400
6682712,5076260001,0,staten is,13311.7,31300
6682772,2024220021,2001963,bronx,370370.9,39315
6683239,0,4536915,queens,308372.1,41242
6683313,1002180008,0,manhattan,79458.5,27743
6683522,0,1054537,manhattan,187999.9,40383
6683524,0,1079400,manhattan,144781.3,39196
6683530,0,3036924,brooklyn,250303.5,29150
6683531,0,2003766,bronx,239636.3,43134
6683533,0,2006625,bronx,173587.7,45944
6683534,0,3038567,brooklyn,118838.2,32500
6683537,0,2006509,bronx,180237.5,45201
6684029,0,3125034,brooklyn,359043.5,35728
6683752,0,1063628,manhattan,367115.7,40832
6686106,4008420054,4017492,queens,104362.0,34680
6686186,0,3011711,brooklyn,94011.1,36600
6687294,1000760001,1001176,manhattan,620519.8,40564
6687868,0,3017296,brooklyn,293119.5,52300
6678611,1014720001,1045978,manhattan,127161.0,27537
6678614,1008850066,0,manhattan,154390.6,28240
6678616,1015670031,1050596,manhattan,131952.1,33211
6678626,1014280007,1043988,manhattan,54031.1,30746
6678632,1015200033,1048306,manhattan,224532.8,38639
6678784,1015700015,1050731,manhattan,170147.3,30306
6678786,1008830025,1076152,manhattan,197669.6,43857
6678788,1005570022,1083083,manhattan,434497.1,42000
6688724,1022340034,1064907,manhattan,114175.4,25585
6688755,1021630025,1063916,manhattan,232596.6,25642
6688766,1021260046,1063031,manhattan,247206.1,30530
6688821,3019250042,3389268,brooklyn,72993.3,30576
6688831,1022270023,1064855,manhattan,144840.0,32295
6688837,1021220150,1062948,manhattan,183309.7,33522
6688847,1020870093,1062310,manhattan,239761.4,34360
6688860,1021620032,1063896,manhattan,163693.3,36450
6688871,1021610017,1063868,manhattan,320588.1,37860
6688881,1021450022,1063561,manhattan,307834.5,45666
6688889,2029630056,2010236,bronx,296028.1,46248
6688900,1021340080,1063253,manhattan,156465.7,46644
6688904,1021610004,1063864,manhattan,453081.8,47406
6689685,4014527501,4311939,queens,206980.0,43908
6676644,0,1008968,manhattan,1049042.2,163665
6685873,0,1006837,manhattan,439290.5,49500
6685876,0,1028505,manhattan,223566.2,43500
6681739,0,2004849,bronx,128798.1,33790
6687452,1010740049,1026949,manhattan,215145.4,46245
6687811,1010770012,1027008,manhattan,269713.3,42140
6687812,2029000039,2009448,bronx,70403.7,35641
6681596,2031180044,2013096,bronx,121341.8,29260
6681650,2031230077,2115990,bronx,220847.2,26170
6681672,2039060055,2028357,bronx,145622.3,27280
6681679,2031020047,2114653,bronx,243400.1,33912
6681682,2029550036,2010048,bronx,269380.7,43980
6681696,2029520009,2010002,bronx,94289.1,30038
6681746,2029570001,2010091,bronx,125225.3,44150
6681751,2029500001,2009961,bronx,109471.1,34080
6681757,2031250030,2013183,bronx,190143.0,30500
6681761,2031240066,2013169,bronx,127280.8,25400
6681771,1012390039,1033597,manhattan,301421.9,37045
6687349,1007957502,1014736,manhattan,409269.2,40339
6687350,1015130066,1047696,manhattan,140157.3,37030
6687351,1006377508,1011994,manhattan,585518.8,48620
6687353,3010647501,3349056,brooklyn,254250.0,49210
6687354,1008710007,1017789,manhattan,225448.0,37802
6687355,1011640002,1030505,manhattan,240421.6,52155
6689888,3061290059,3155939,brooklyn,111475.5,36787
6689889,3061680001,3157106,brooklyn,69279.1,26707
6689890,3063330001,3165338,brooklyn,105300.8,38520
6689891,3064610036,3169337,brooklyn,127825.5,45710
6689892,3063160022,3164673,brooklyn,97762.2,35952
6689893,3061300006,3155989,brooklyn,185504.7,38396
6689894,3064090026,3167858,brooklyn,86622.8,40125
6689895,3072660009,3196557,brooklyn,284847.6,40061
6689896,3031557501,3396947,brooklyn,367500.0,39786
6689897,3032707501,3074527,brooklyn,227791.2,30629
6689899,3086767501,3397165,brooklyn,417229.2,47531
6689900,3038810040,3086087,brooklyn,64879.5,51018
6690978,3056970033,3140389,brooklyn,40050.0,22000
6690980,3083170001,3235053,brooklyn,75070.7,27887
6694517,3041740067,3093770,brooklyn,130780.2,36900
6697006,3024440028,3063450,brooklyn,336316.6,34398
6691105,0,1049813,manhattan,159180.4,43602
6691107,0,1049814,manhattan,178510.1,45634
6690190,3007880025,3013145,brooklyn,249564.8,46960
6690204,3013000044,3034335,brooklyn,152843.1,40800
6690380,3063350006,3165415,brooklyn,70113.4,30000
6690383,3053130001,3123903,brooklyn,92661.1,25600
6690388,3053900080,3126840,brooklyn,121825.2,43200
6690391,1008030056,1015088,manhattan,391807.3,38760
6690396,1008280067,1015664,manhattan,350866.5,72179
6690414,1022150225,1064542,bronx,165710.2,32060
6690415,1022150535,1064671,bronx,147588.1,34830
6690417,1021700361,1064095,manhattan,90201.2,26525
6690418,3050770017,3116474,brooklyn,144112.3,42058
6690420,1021700410,1064099,manhattan,175513.5,39035
6690423,1021700356,1064094,manhattan,161770.5,35470
6690424,3051630027,3118821,brooklyn,158589.1,49733
6690425,1021610100,1063883,manhattan,146677.0,25910
6690427,1021680084,1064020,manhattan,165870.0,32840
6690428,2027630248,2006562,bronx,195346.5,45600
6690431,2027630252,2006563,bronx,183285.1,48450
6690434,2028470022,2008145,bronx,111764.8,33000
6690437,2027960046,2007432,bronx,181759.2,33000
6690438,2027960042,2007430,bronx,131963.2,28000
6690440,3052200042,3120584,brooklyn,92911.9,30400
6690441,3051240007,3117621,brooklyn,169686.8,41202
6690443,2044340014,2051340,bronx,104314.4,31668
6690445,2033000003,2016993,bronx,267888.7,27900
6690447,3054170015,3127730,brooklyn,151331.2,45738
6690449,3056160035,3328598,brooklyn,286657.5,27967
6690451,3065950005,3174065,brooklyn,185220.0,47544
6694915,4015700052,4039314,queens,159819.7,29070
6694927,1013410033,1038927,manhattan,127613.4,26590
6694962,3067800012,3182465,brooklyn,635655.4,41000
6694970,3073800034,3200951,brooklyn,167576.3,54000
6694979,4066900016,4144768,queens,535020.6,185406
6694984,4067110027,4145164,queens,287297.4,80200
6694995,4092470001,4445402,queens,388004.8,84605
6696276,1002057501,1082936,manhattan,710490.8,37749
6696480,2028770240,2008877,bronx,201157.3,45500
6696752,3074380024,3204044,brooklyn,3077917.5,32000
6691868,0,1015565,manhattan,228331.6,32521
6690150,1016710031,1082387,manhattan,447363.4,84180
6690206,1006240044,1011382,manhattan,154607.4,26694
6690210,1003440013,1004094,manhattan,238974.8,47910
6694751,3066630046,3177472,brooklyn,702484.6,48000
6696184,0,1090410,unknown,196069.1,35058
6696186,0,1088701,manhattan,211351.9,37453
6696189,0,1087428,manhattan,128020.5,30632
6696190,0,1060610,manhattan,250709.9,28630
6696191,0,1079816,manhattan,119408.5,26745
6696192,0,1079815,manhattan,127386.1,26745
6696193,0,1061083,manhattan,209048.2,42348
6696195,0,2005354,bronx,154906.9,28600
6696196,0,2008081,bronx,165137.3,30525
6696198,0,2129002,bronx,210830.2,33310
6696199,0,2101837,bronx,104581.4,47455
6696200,0,3042158,brooklyn,254469.8,36060
6696201,0,3042159,brooklyn,148889.9,36060
6696204,0,3341855,brooklyn,118045.9,28200
6696205,0,3100471,brooklyn,136906.0,36000
6696206,0,3101130,brooklyn,131031.9,31834
6696207,0,3101181,brooklyn,159718.8,36000
6696758,3071080018,0,brooklyn,1725903.8,34334
6689863,0,4002585,queens,147327.4,44600
6690534,1003450020,1004141,manhattan,149824.1,34045
6690535,1015940040,1051399,manhattan,441422.4,25721
6690536,1017490016,1054005,manhattan,261837.9,32945
6690537,1020710001,1061726,manhattan,259305.8,47166
6690538,1020740001,1061843,manhattan,430696.3,44298
6690539,1020740061,1061873,manhattan,408735.8,46946
6690540,1020750039,1061889,manhattan,168070.2,41420
6690541,1021220116,1062937,manhattan,186451.7,32400
6690542,1021370029,1063355,manhattan,165617.0,30204
6690543,2023980027,2001666,bronx,302675.7,36360
6690545,3025760042,3413831,brooklyn,329390.9,36787
6691561,1008840042,1087633,manhattan,239899.9,35107
6691562,1014147503,1043348,manhattan,267317.3,40068
6691564,1014367503,1087458,manhattan,338784.1,30540
6691565,1015080130,1047498,manhattan,129408.5,25010
6691566,1015790005,1051156,manhattan,158258.0,47680
6691571,1020260033,0,manhattan,331190.4,28351
6691572,1020750049,1061892,manhattan,127511.1,45000
6691573,1020750053,1061893,manhattan,141353.2,45000
6691574,2023700049,2115802,bronx,322935.4,48000
6691576,2026690044,2004847,bronx,138482.3,31553
6691577,2026880048,2005169,bronx,233817.3,40801
6691579,2027080046,2005569,bronx,281591.8,49980
6691580,2027200069,2005730,bronx,321499.1,40400
6691581,2027230029,2005762,bronx,122043.1,34875
6691582,2027510012,2006153,bronx,144707.0,36855
6691583,2027570014,2006276,bronx,208588.0,43565
6691584,2027580029,0,bronx,187798.3,45250
6691585,2027910054,2007354,bronx,166674.6,33000
6691586,2028020037,2007566,bronx,169063.6,35310
6691587,2028140073,0,bronx,313348.8,42916
6691588,2028260048,2120470,bronx,176697.3,29434
6691589,2028770254,2116511,bronx,193070.6,38840
6691601,2031440023,2013359,bronx,172117.8,32805
6691603,2031810045,2013987,bronx,147238.0,36600
6691604,2031840066,2014039,bronx,196403.5,37430
6691605,2031860076,2128908,bronx,282661.6,49070
6691606,2032830025,2116260,bronx,215313.4,36166
6691607,2032830040,0,bronx,282612.5,49169
6691608,2038010043,2026164,bronx,119483.3,25250
6691614,3019090011,0,brooklyn,207416.1,45670
6691617,3033300019,3076223,brooklyn,224591.0,49913
6691620,3042950063,0,brooklyn,247964.9,36446
6691621,4093050002,0,queens,361036.8,36816
6691622,4158900030,4532559,queens,183178.0,32000
6691727,4006127501,4008354,queens,189548.9,50540
6691728,3056070003,3136283,brooklyn,202726.3,48000
6691729,1022470029,1065059,manhattan,185937.4,47230
6691730,3014240033,0,brooklyn,315863.1,47164
6691731,4014550055,4035806,queens,221888.8,46662
6691732,2031570020,2013706,bronx,212022.3,46495
6691733,3051610006,0,brooklyn,158271.4,45540
6691734,3014280032,3038481,brooklyn,203901.5,45350
6691735,3012070021,3030046,brooklyn,200744.4,45264
6691737,3076020022,3207478,brooklyn,195285.1,43120
6691738,3052120019,3120373,brooklyn,170706.3,43068
6691739,1021290037,1063100,manhattan,224419.7,42798
6691740,1021160052,1062743,manhattan,182553.5,42660
6691741,3067030073,3179459,brooklyn,159675.2,42420
6691742,3050730019,0,brooklyn,168494.8,41776
6691744,1020740049,1061866,manhattan,188700.3,41292
6691746,3052080052,3120285,brooklyn,157075.5,41115
6691747,1021740115,0,manhattan,180582.3,41045
6691748,4088650009,4181937,queens,168736.8,40902
6691749,1020620037,1061455,manhattan,163377.0,40580
6691750,3011900009,3029719,brooklyn,150511.1,40448
6691751,1008620009,1017009,manhattan,244009.2,39740
6691752,2031460023,2013436,bronx,203548.8,38500
6691753,3012667502,3032879,brooklyn,188762.1,50855
6691754,1022420029,1064990,manhattan,195553.1,37365
6691755,1010860034,1027080,manhattan,438398.2,37000
6691756,3049970006,3113835,brooklyn,145168.8,36000
6691757,1022270015,1064852,manhattan,163780.5,35520
6691758,3012750054,3033219,brooklyn,113764.8,35232
6691759,4050050001,4113221,queens,120815.2,35139
6691760,3000560002,3396812,brooklyn,204144.0,34395
6691761,1020937501,1062392,manhattan,135495.0,33696
6691762,1020947502,1062418,manhattan,116274.0,38578
6691763,4050050006,4113222,queens,123800.9,32180
6691764,1020997501,1062462,manhattan,156958.2,43123
6691765,3012730025,3033122,brooklyn,123468.5,29850
6691766,3050730014,0,brooklyn,112975.3,28064
6691767,3014010047,3037734,brooklyn,89152.6,25200
6691768,1021310029,1063160,manhattan,113302.1,25035
6691769,1020907501,1062357,manhattan,144247.4,30886
6691981,4007260001,4013205,queens,87404.1,25058
6692893,4097100094,4207692,queens,184998.1,38394
6692894,1015700024,1050734,manhattan,425514.8,46421
6692896,1013320010,1038624,manhattan,235755.4,33000
6692902,0,3070692,brooklyn,163480.2,28165
6692904,0,3222404,brooklyn,230255.3,50048
6693942,1006357501,1011949,manhattan,755522.8,42926
6693944,3002370017,3001883,brooklyn,202344.9,49509
6693945,3002540001,3002212,brooklyn,163525.0,48619
6693946,3009457501,3320670,brooklyn,231937.3,47341
6693950,3010810005,3025463,brooklyn,101124.3,32385
6693952,3011007501,3026501,brooklyn,100568.9,26623
6694539,1002287503,1089842,manhattan,459984.8,51356
6694540,3002117502,0,brooklyn,273079.5,44812
6694541,1015110065,1047635,manhattan,209476.5,40053
6694544,1006957509,1088873,manhattan,482751.1,36216
6694545,1006080053,1010621,manhattan,138179.9,31128
6694546,1013810056,1041185,manhattan,654642.0,29929
6695982,1005060016,1007828,manhattan,202995.8,44256
6695984,1011630011,1030409,manhattan,98954.8,33600
6695985,1015520041,1050131,manhattan,135491.9,28041
6695986,1014680009,1083091,manhattan,220054.1,51411
6690839,0,1089837,manhattan,718305.8,78649
6690866,0,1064728,manhattan,1107132.4,229257
6691433,0,4075396,queens,190110.5,45000
6692203,1021190012,1062824,manhattan,149433.5,25160
6692205,1020750014,1061883,manhattan,118097.5,29520
6692207,1022200023,1064752,manhattan,270396.4,31688
6692208,1022340036,1064908,manhattan,164874.6,32345
6694043,0,1032041,manhattan,233601.5,32228
6689957,1010510029,0,manhattan,552205.0,33100
6691036,1009010002,1019612,manhattan,367657.8,32800
6690690,1005020025,1066773,manhattan,28470.0,26929
6696566,1008530001,1016741,manhattan,3989343.5,252109
6696274,0,3002707,brooklyn,484578.0,100000
6693135,0,2001501,bronx,796929.7,62717
6693144,3088150101,3248044,brooklyn,773306.6,32009
6693147,2030930032,2012644,bronx,134255.8,26200
6693153,3033670056,3077002,brooklyn,119384.6,36000
6693159,2028140017,2007764,bronx,358907.3,25440
6694933,4017790006,4044754,queens,94962.7,25830
6691410,0,3207322,brooklyn,122550.9,29363
6691413,0,3207384,brooklyn,112837.8,31200
6691414,0,3137523,brooklyn,247327.2,32000
6691789,0,3054560,brooklyn,148053.0,27053
6696519,0,4052570,queens,166637.5,49664
6696529,0,3117585,brooklyn,159782.9,46188
6696534,0,3058998,brooklyn,157288.0,38742
6696540,0,3211212,unknown,150394.5,46800
